"brth_yr","gndr","nm","Count","Rank"
2014,"MALE","Savion","10","60"
2014,"MALE","Samir","13","99"
2014,"FEMALE","Jasmine","114","166"
2014,"FEMALE","Lara","17","79"
2014,"FEMALE","Lilly","16","80"
2014,"MALE","Nikita","11","101"
2014,"MALE","Salvatore","20","92"
2014,"MALE","Devin","57","301"
2014,"FEMALE","Daleyza","14","69"
2014,"MALE","Ryder","27","153"
2014,"FEMALE","Melody","50","83"
2014,"MALE","Edgar","24","84"
2014,"FEMALE","Matilda","18","78"
2014,"MALE","Musa","11","57"
2014,"MALE","Yariel","12","96"
2014,"FEMALE","Emma","491","43"
2014,"MALE","Zaire","20","50"
2014,"MALE","Leonardo","110","184"
2014,"MALE","Ellis","12","100"
2014,"FEMALE","Reizy","10","86"
2014,"FEMALE","Olive","19","77"
2014,"FEMALE","Parker","17","79"
2014,"FEMALE","Naomi","123","157"
2014,"MALE","Carlos","86","40"
2014,"MALE","Frank","35","253"
2014,"MALE","Jackson","106","129"
2014,"MALE","Elliot","33","79"
2014,"FEMALE","Daisy","19","64"
2014,"FEMALE","Kylie","109","177"
2014,"FEMALE","Katelyn","29","104"
2014,"MALE","Micah","48","136"
2014,"MALE","Kyle","112","252"
2014,"FEMALE","Stephanie","60","76"
2014,"FEMALE","Skylah","24","27"
2014,"FEMALE","Jasmina","11","85"
2014,"MALE","Lucas","467","91"
2014,"FEMALE","Eliana","112","168"
2014,"MALE","Rocco","15","97"
2014,"MALE","Alexander","538","62"
2014,"FEMALE","Sherlyn","22","61"
2014,"FEMALE","Wendy","11","72"
2014,"MALE","Grayson","52","236"
2014,"MALE","Steven","129","240"
2014,"FEMALE","Kaylie","10","73"
2014,"MALE","Ismael","26","82"
2014,"MALE","Yehoshua","26","86"
2014,"MALE","Eliyahu","25","87"
2014,"FEMALE","Nicole","117","116"
2014,"FEMALE","Sarai","32","102"
2014,"MALE","Eduardo","19","89"
2014,"MALE","Mario","19","89"
2014,"MALE","Rodrigo","12","96"
2014,"FEMALE","Avital","10","86"
2014,"MALE","Yusuf","16","96"
2014,"FEMALE","Talia","49","47"
2014,"MALE","Azaan","10","58"
2014,"FEMALE","Quinn","26","70"
2014,"FEMALE","Hannah","134","150"
2014,"FEMALE","Yitty","59","40"
2014,"MALE","Shloime","11","101"
2014,"FEMALE","Dina","28","68"
2014,"FEMALE","Diana","58","121"
2014,"MALE","Chris","31","145"
2014,"FEMALE","Abigail","300","56"
2014,"FEMALE","Louisa","12","84"
2014,"MALE","Carmelo","13","57"
2014,"FEMALE","Michelle","106","177"
2014,"MALE","Imran","10","102"
2014,"MALE","Matteo","39","181"
2014,"MALE","Allen","38","138"
2014,"FEMALE","Pamela","13","70"
2014,"FEMALE","Paris","40","94"
2014,"MALE","Abraham","218","147"
2014,"MALE","Spencer","18","94"
2014,"FEMALE","Adriana","65","117"
2014,"MALE","Declan","43","70"
2014,"FEMALE","Ruchy","17","79"
2014,"FEMALE","Hazel","36","143"
2014,"FEMALE","Jimena","11","72"
2014,"MALE","Cesar","23","85"
2014,"FEMALE","Hailie","10","73"
2014,"FEMALE","Yocheved","28","68"
2014,"FEMALE","Morgan","50","98"
2014,"MALE","Derick","10","98"
2014,"FEMALE","Ruby","70","109"
2014,"FEMALE","Raizy","84","26"
2014,"MALE","Marvin","10","98"
2014,"MALE","Noel","44","134"
2014,"FEMALE","Malky","70","32"
2014,"MALE","Rowan","15","97"
2014,"FEMALE","Violet","90","140"
2014,"MALE","Francesco","15","97"
2014,"MALE","Chase","145","230"
2014,"FEMALE","Valery","12","71"
2014,"FEMALE","Natalia","58","124"
2014,"MALE","Owen","146","161"
2014,"FEMALE","Marilyn","13","70"
2014,"MALE","Marcus","85","273"
2014,"MALE","Julian","228","173"
2014,"FEMALE","Lindsay","15","68"
2014,"MALE","Johnny","17","91"
2014,"MALE","Elian","19","89"
2014,"FEMALE","Aicha","23","28"
2014,"FEMALE","Samira","10","86"
2014,"MALE","Moishe","21","91"
2014,"MALE","Emilio","22","86"
2014,"MALE","Edward","88","200"
2014,"FEMALE","Janice","12","38"
2014,"FEMALE","Hinda","10","86"
2014,"FEMALE","Ximena","26","57"
2014,"FEMALE","Selena","28","105"
2014,"MALE","Greyson","25","157"
2014,"FEMALE","Lisa","11","39"
2014,"MALE","Jack","245","140"
2014,"MALE","Tony","11","57"
2014,"MALE","Sebastian","379","141"
2014,"MALE","Jesus","67","48"
2014,"FEMALE","Eva","151","137"
2014,"FEMALE","Mae","11","85"
2014,"FEMALE","Londyn","36","98"
2014,"MALE","Silas","11","101"
2014,"MALE","Rafael","40","180"
2014,"MALE","Prince","40","138"
2014,"MALE","Yakov","45","68"
2014,"MALE","Berish","10","102"
2014,"MALE","Yahya","11","101"
2014,"FEMALE","Izabella","10","73"
2014,"FEMALE","Ariella","48","131"
2014,"FEMALE","Clara","36","60"
2014,"FEMALE","Rivky","52","46"
2014,"MALE","Connor","64","117"
2014,"MALE","Jariel","20","88"
2014,"MALE","Elvis","13","55"
2014,"FEMALE","Karen","19","64"
2014,"FEMALE","Shirley","32","101"
2014,"MALE","Bruce","14","94"
2014,"FEMALE","Amiya","10","41"
2014,"MALE","Mason","447","70"
2014,"FEMALE","Jazmin","33","50"
2014,"FEMALE","Skyler","21","113"
2014,"MALE","Ezekiel","25","153"
2014,"FEMALE","Montserrat","15","68"
2014,"MALE","Jake","101","188"
2014,"MALE","Harry","12","100"
2014,"MALE","Sawyer","27","85"
2014,"FEMALE","Madisyn","14","37"
2014,"MALE","Malachi","46","28"
2014,"MALE","Jadiel","44","64"
2014,"FEMALE","Rebecca","66","163"
2014,"MALE","Youssef","24","88"
2014,"FEMALE","Shaina","13","83"
2014,"FEMALE","Priscilla","10","40"
2014,"FEMALE","Mandy","11","39"
2014,"FEMALE","Jazlyn","22","61"
2014,"FEMALE","Abby","27","23"
2014,"MALE","Zamir","10","60"
2014,"FEMALE","Kiara","49","85"
2014,"MALE","Elijah","277","166"
2014,"FEMALE","Ayla","18","78"
2014,"FEMALE","Queenie","17","33"
2014,"MALE","Alex","138","160"
2014,"MALE","Darwin","11","97"
2014,"MALE","Joshua","364","105"
2014,"MALE","Manuel","25","83"
2014,"MALE","Dariel","28","80"
2014,"MALE","Andres","30","78"
2014,"FEMALE","Elle","24","72"
2014,"MALE","Lucien","10","102"
2014,"FEMALE","Christina","48","232"
2014,"MALE","Kayden","142","123"
2014,"MALE","Rhys","12","100"
2014,"FEMALE","Aya","14","82"
2014,"MALE","Maximiliano","14","94"
2014,"MALE","Marc","13","99"
2014,"MALE","Gavin","100","260"
2014,"FEMALE","Blessing","11","40"
2014,"FEMALE","Valeria","34","49"
2014,"MALE","Caleb","148","218"
2014,"FEMALE","Frances","22","74"
2014,"MALE","Sholom","16","96"
2014,"FEMALE","Chava","39","57"
2014,"FEMALE","Shiloh","10","41"
2014,"FEMALE","Amia","10","41"
2014,"FEMALE","Zariah","10","41"
2014,"MALE","Dashiell","10","102"
2014,"FEMALE","Mila","144","143"
2014,"FEMALE","Joy","22","79"
2014,"FEMALE","Bracha","22","74"
2014,"MALE","Nico","10","102"
2014,"MALE","Brayan","19","89"
2014,"FEMALE","Blimy","27","69"
2014,"FEMALE","McKenzie","30","21"
2014,"FEMALE","Raina","10","40"
2014,"FEMALE","Stella","113","127"
2014,"MALE","Liam","625","42"
2014,"MALE","Andy","75","104"
2014,"MALE","Christian","245","157"
2014,"FEMALE","Valerie","57","35"
2014,"FEMALE","Harlow","11","85"
2014,"FEMALE","Linda","10","86"
2014,"FEMALE","Destiny","53","81"
2014,"FEMALE","Syeda","16","34"
2014,"MALE","Mayer","29","83"
2014,"MALE","Kaleb","36","142"
2014,"FEMALE","Lilah","11","85"
2014,"MALE","Caden","10","60"
2014,"MALE","Mohammad","63","14"
2014,"MALE","Parker","27","85"
2014,"MALE","Ayaan","55","18"
2014,"FEMALE","Charlie","20","76"
2014,"MALE","Levi","85","207"
2014,"FEMALE","Daniela","50","38"
2014,"FEMALE","Chelsea","77","107"
2014,"MALE","Jaxson","24","196"
2014,"FEMALE","Annalise","12","71"
2014,"FEMALE","Phoebe","40","106"
2014,"FEMALE","Gabrielle","52","96"
2014,"FEMALE","Sharon","16","34"
2014,"MALE","Oumar","14","56"
2014,"FEMALE","Anisa","14","82"
2014,"FEMALE","Nyla","46","89"
2014,"FEMALE","Julissa","15","68"
2014,"MALE","Gary","10","58"
2014,"FEMALE","Samara","13","37"
2014,"MALE","Mike","11","97"
2014,"FEMALE","Francesca","51","128"
2014,"FEMALE","Kamila","21","62"
2014,"FEMALE","Trinity","30","104"
2014,"FEMALE","Vanessa","41","92"
2014,"MALE","Lawrence","26","42"
2014,"MALE","Usher","20","92"
2014,"FEMALE","Yaretzi","20","63"
2014,"FEMALE","Kelly","30","103"
2014,"MALE","Yosef","116","28"
2014,"FEMALE","Adele","24","72"
2014,"MALE","Leo","178","141"
2014,"FEMALE","Fraidy","29","67"
2014,"MALE","Evan","183","127"
2014,"MALE","Vincent","110","182"
2014,"FEMALE","Noelle","13","83"
2014,"FEMALE","Danna","31","52"
2014,"FEMALE","Gia","40","189"
2014,"FEMALE","Nova","11","40"
2014,"MALE","Dovid","26","86"
2014,"MALE","Graham","27","85"
2014,"FEMALE","Mushka","12","84"
2014,"MALE","Donovan","20","158"
2014,"FEMALE","Mikaela","11","72"
2014,"FEMALE","Luciana","18","65"
2014,"MALE","Kieran","14","98"
2014,"FEMALE","Eshaal","12","38"
2014,"MALE","Arvin","11","57"
2014,"MALE","Oliver","209","111"
2014,"MALE","Aryan","18","50"
2014,"FEMALE","Heaven","40","94"
2014,"FEMALE","Ruchel","10","86"
2014,"FEMALE","Keyla","15","68"
2014,"FEMALE","Amelie","10","86"
2014,"MALE","Lukas","45","175"
2014,"MALE","Ezequiel","14","94"
2014,"MALE","Ibrahim","64","186"
2014,"FEMALE","London","90","60"
2014,"MALE","Brendan","12","100"
2014,"FEMALE","Amaya","60","74"
2014,"FEMALE","Salome","11","72"
2014,"FEMALE","Giselle","44","135"
2014,"MALE","Albert","52","236"
2014,"FEMALE","Isabella","553","33"
2014,"MALE","Hugo","22","90"
2014,"MALE","Moises","10","98"
2014,"MALE","Martin","46","174"
2014,"FEMALE","Maisie","14","82"
2014,"MALE","Julio","15","93"
2014,"MALE","Giovanni","89","201"
2014,"FEMALE","Erika","13","70"
2014,"MALE","Zain","12","56"
2014,"FEMALE","Kaylin","12","71"
2014,"MALE","Myles","32","258"
2014,"MALE","Menashe","12","100"
2014,"FEMALE","Ayleen","12","71"
2014,"MALE","Caiden","18","52"
2014,"MALE","Mathew","18","90"
2014,"MALE","Charles","184","215"
2014,"MALE","Simon","59","123"
2014,"MALE","Shea","13","99"
2014,"MALE","Anthony","330","118"
2014,"MALE","Felix","78","210"
2014,"FEMALE","Eileen","29","104"
2014,"FEMALE","Crystal","33","100"
2014,"MALE","Elias","136","173"
2014,"FEMALE","Brynn","10","86"
2014,"FEMALE","Cali","17","34"
2014,"MALE","Bradley","43","135"
2014,"FEMALE","Khadija","10","40"
2014,"MALE","Yitzchok","66","51"
2014,"FEMALE","Arielle","28","106"
2014,"FEMALE","Pessy","30","66"
2014,"MALE","Axel","64","158"
2014,"FEMALE","Jaylin","14","69"
2014,"FEMALE","Anna","150","101"
2014,"FEMALE","Ada","12","84"
2014,"FEMALE","Kaitlyn","79","201"
2014,"FEMALE","Adeline","12","84"
2014,"MALE","Duvid","16","96"
2014,"MALE","Aden","17","53"
2014,"FEMALE","Devorah","47","49"
2014,"FEMALE","Reese","22","74"
2014,"FEMALE","Poppy","14","82"
2014,"FEMALE","Cassidy","10","86"
2014,"FEMALE","Angeline","12","71"
2014,"FEMALE","Mariah","32","102"
2014,"MALE","Kamari","12","58"
2014,"FEMALE","Sanai","15","36"
2014,"FEMALE","Aliyah","42","92"
2014,"FEMALE","Vicky","15","35"
2014,"MALE","Travis","22","116"
2014,"FEMALE","Peyton","65","165"
2014,"MALE","Dylan","489","84"
2014,"FEMALE","Safa","11","39"
2014,"MALE","Shloimy","16","96"
2014,"FEMALE","Brenda","14","69"
2014,"FEMALE","Samantha","180","130"
2014,"FEMALE","Leyla","11","72"
2014,"FEMALE","Laila","74","156"
2014,"MALE","Orlando","10","98"
2014,"MALE","Karter","35","37"
2014,"FEMALE","Lina","25","121"
2014,"FEMALE","Chloe","328","64"
2014,"FEMALE","Blima","29","67"
2014,"MALE","Joel","136","168"
2014,"MALE","Stephen","29","191"
2014,"FEMALE","Claire","92","62"
2014,"MALE","Ariel","40","180"
2014,"FEMALE","Riley","76","204"
2014,"FEMALE","Alexia","13","70"
2014,"FEMALE","Esmeralda","19","64"
2014,"FEMALE","Logan","14","37"
2014,"MALE","Mekhi","23","47"
2014,"MALE","Jeffrey","35","141"
2014,"FEMALE","Shayna","12","84"
2014,"MALE","Winston","21","159"
2014,"FEMALE","Ayala","10","86"
2014,"FEMALE","Julia","130","113"
2014,"MALE","Yisrael","14","98"
2014,"MALE","Amari","30","42"
2014,"FEMALE","Jaylene","13","70"
2014,"FEMALE","Alice","99","133"
2014,"MALE","Cooper","40","72"
2014,"MALE","Adonis","31","147"
2014,"FEMALE","Kristen","10","41"
2014,"MALE","Yaakov","46","67"
2014,"FEMALE","Pearl","23","73"
2014,"FEMALE","Emely","60","33"
2014,"MALE","Jaden","101","147"
2014,"FEMALE","Nia","31","20"
2014,"FEMALE","Lilian","10","86"
2014,"MALE","Miguel","64","50"
2014,"FEMALE","Ava","338","51"
2014,"FEMALE","Daniella","55","124"
2014,"MALE","Ayden","177","210"
2014,"FEMALE","Jane","25","71"
2014,"MALE","Jasiah","12","58"
2014,"MALE","Jayson","27","151"
2014,"FEMALE","Joanna","32","18"
2014,"FEMALE","Alejandra","17","66"
2014,"FEMALE","Alanis","26","57"
2014,"FEMALE","Carla","13","70"
2014,"FEMALE","Mia","522","26"
2014,"MALE","Anderson","29","147"
2014,"MALE","Wolf","12","100"
2014,"FEMALE","Georgia","26","70"
2014,"FEMALE","Hafsa","12","38"
2014,"MALE","Landon","49","241"
2014,"FEMALE","Cindy","25","25"
2014,"FEMALE","Yasmine","12","84"
2014,"FEMALE","Chanel","11","40"
2014,"MALE","Aaron","316","112"
2014,"FEMALE","Batsheva","32","64"
2014,"FEMALE","Mariama","16","35"
2014,"FEMALE","Shaindy","55","44"
2014,"MALE","Lev","18","94"
2014,"MALE","Zachary","178","199"
2014,"MALE","Fabian","10","98"
2014,"MALE","Sergio","16","92"
2014,"FEMALE","Zoey","116","164"
2014,"MALE","Kingston","16","54"
2014,"MALE","Jayceon","49","131"
2014,"FEMALE","Elena","78","151"
2014,"MALE","Shalom","14","98"
2014,"MALE","Brody","20","92"
2014,"MALE","Philip","28","84"
2014,"MALE","Alfred","18","50"
2014,"FEMALE","Nathalie","24","59"
2014,"FEMALE","Noa","28","68"
2014,"MALE","Josue","35","73"
2014,"FEMALE","Mira","17","79"
2014,"MALE","Emiliano","11","97"
2014,"FEMALE","Carly","10","86"
2014,"FEMALE","Tiffany","49","84"
2014,"MALE","Conor","19","93"
2014,"FEMALE","Aurora","29","150"
2014,"MALE","Hector","18","90"
2014,"FEMALE","Fatima","66","131"
2014,"MALE","Bryson","17","53"
2014,"FEMALE","Sloane","25","71"
2014,"FEMALE","Addison","22","74"
2014,"FEMALE","Lea","30","66"
2014,"FEMALE","Malia","18","33"
2014,"FEMALE","Noor","28","118"
2014,"FEMALE","Anne","24","122"
2014,"MALE","Jakub","11","101"
2014,"MALE","Jeremy","165","222"
2014,"MALE","Randy","12","96"
2014,"FEMALE","Maggie","14","36"
2014,"FEMALE","Nahla","13","38"
2014,"FEMALE","Juliette","53","126"
2014,"MALE","Patrick","49","65"
2014,"FEMALE","Jacqueline","34","145"
2014,"MALE","Kristian","17","53"
2014,"FEMALE","Lailah","10","41"
2014,"MALE","Shaya","31","81"
2014,"MALE","Carter","164","238"
2014,"MALE","Ethan","728","26"
2014,"FEMALE","Emmeline","11","85"
2014,"MALE","Emmett","12","100"
2014,"MALE","Erik","10","102"
2014,"MALE","Jorge","29","79"
2014,"FEMALE","Iris","35","111"
2014,"MALE","Tristan","132","233"
2014,"MALE","Avraham","55","59"
2014,"FEMALE","Gemma","17","79"
2014,"FEMALE","Tianna","13","38"
2014,"MALE","Frederick","16","96"
2014,"MALE","Bryan","113","149"
2014,"FEMALE","Lia","29","150"
2014,"FEMALE","Queena","11","39"
2014,"FEMALE","Rena","11","85"
2014,"FEMALE","Maya","212","100"
2014,"FEMALE","Malak","14","82"
2014,"MALE","Eli","172","210"
2014,"FEMALE","Cora","19","77"
2014,"MALE","Danny","17","91"
2014,"FEMALE","Vera","12","84"
2014,"MALE","Weston","11","101"
2014,"MALE","William","348","124"
2014,"FEMALE","Arya","41","92"
2014,"FEMALE","Alessia","20","76"
2014,"MALE","Joaquin","21","87"
2014,"FEMALE","Katie","27","106"
2014,"FEMALE","Sury","31","65"
2014,"MALE","Justin","248","158"
2014,"FEMALE","Gabriella","217","104"
2014,"FEMALE","Melanie","130","134"
2014,"FEMALE","Elsa","36","110"
2014,"FEMALE","Perl","17","79"
2014,"MALE","Kyrie","23","47"
2014,"FEMALE","Elaine","17","33"
2014,"FEMALE","Ayesha","28","22"
2014,"MALE","Boruch","12","100"
2014,"MALE","Mendy","13","99"
2014,"MALE","Alan","102","192"
2014,"FEMALE","Dahlia","13","83"
2014,"MALE","Menachem","118","27"
2014,"MALE","Mordechai","92","37"
2014,"FEMALE","Bianca","37","142"
2014,"FEMALE","Danielle","35","112"
2014,"MALE","Jaxon","46","244"
2014,"FEMALE","Eliza","32","147"
2014,"FEMALE","Scarlett","139","111"
2014,"MALE","Ryan","450","83"
2014,"FEMALE","Perry","13","83"
2014,"FEMALE","Yasmin","10","73"
2014,"FEMALE","Kayla","145","139"
2014,"MALE","Victor","99","191"
2014,"MALE","Walter","10","98"
2014,"FEMALE","Brigitte","11","72"
2014,"FEMALE","Malaysia","14","37"
2014,"MALE","Tyler","184","194"
2014,"FEMALE","Sienna","54","125"
2014,"FEMALE","Rose","87","95"
2014,"FEMALE","Anayah","10","40"
2014,"MALE","Antonio","68","222"
2014,"FEMALE","Esther","265","103"
2014,"MALE","Maximilian","31","189"
2014,"FEMALE","Aileen","20","63"
2014,"FEMALE","Sylvie","10","86"
2014,"FEMALE","Barbara","10","86"
2014,"FEMALE","Tenzin","33","17"
2014,"FEMALE","Yael","16","80"
2014,"FEMALE","Aminata","29","22"
2014,"FEMALE","Julie","14","82"
2014,"FEMALE","Aniyah","17","34"
2014,"FEMALE","Isabelle","96","184"
2014,"MALE","Archer","12","100"
2014,"MALE","Major","16","54"
2014,"FEMALE","Rachel","264","100"
2014,"MALE","Mohammed","69","181"
2014,"FEMALE","Lucia","48","131"
2014,"MALE","Dean","31","189"
2014,"FEMALE","Rowan","10","86"
2014,"MALE","Kenny","14","94"
2014,"MALE","Jefferson","17","91"
2014,"MALE","Riley","58","300"
2014,"FEMALE","Henchy","20","76"
2014,"MALE","Paul","25","87"
2014,"MALE","Matias","32","76"
2014,"MALE","Kenneth","36","142"
2014,"FEMALE","Ester","10","86"
2014,"FEMALE","Arabella","16","67"
2014,"FEMALE","Ana","44","135"
2014,"FEMALE","Ivy","50","96"
2014,"MALE","Jacob","669","46"
2014,"FEMALE","Delilah","51","131"
2014,"FEMALE","Doris","10","40"
2014,"MALE","Carson","38","30"
2014,"FEMALE","Juniper","14","82"
2014,"MALE","Jonas","13","95"
2014,"FEMALE","Khloe","118","130"
2014,"FEMALE","Margaret","33","63"
2014,"FEMALE","Ariel","91","194"
2014,"FEMALE","Leslie","34","49"
2014,"FEMALE","Fiona","73","73"
2014,"MALE","Rory","11","101"
2014,"MALE","Erick","55","55"
2014,"MALE","Henry","235","131"
2014,"MALE","Efraim","13","99"
