,Name,Gender,National_Count,National_Rank,City_Count,City_Rank,State_Count,State_Rank
533,Violeta,F,190,2313.5,12,71,16,1840.0
534,Pamela,F,185,2349.0,13,70,20,1555.0
535,Alanis,F,180,2386.0,26,57,35,996.5
536,Blessing,F,179,2397.0,11,40,16,1840.0
537,Aarya,F,178,2409.0,10,40,20,1555.0
538,Keila,F,178,2409.0,10,73,14,2029.5
539,Tianna,F,178,2409.0,13,38,24,1358.0
540,Janice,F,177,2420.5,12,38,22,1442.0
541,Malka,F,177,2420.5,84,26,109,361.5
542,Yasmine,F,177,2420.5,12,84,23,1397.0
543,Suri,F,174,2442.0,13,83,28,1211.5
544,Egypt,F,173,2455.5,11,40,21,1495.0
545,Litzy,F,173,2455.5,10,73,19,1622.0
546,Shreya,F,172,2468.5,10,40,15,1926.0
547,Malak,F,167,2517.0,14,82,21,1495.0
548,Khadija,F,163,2560.5,10,40,22,1442.0
549,Skylah,F,163,2560.5,24,27,39,899.0
550,Winnie,F,162,2570.0,11,39,17,1762.0
551,Eleni,F,158,2615.5,10,86,16,1840.0
552,Ayesha,F,152,2680.0,28,22,32,1090.5
553,Layan,F,152,2680.0,13,83,17,1762.0
554,Dina,F,146,2752.0,28,68,53,700.5
555,Adina,F,143,2781.0,22,74,33,1064.0
556,Brigitte,F,140,2822.0,11,72,17,1762.0
557,Sanai,F,132,2947.0,15,36,22,1442.0
558,Batsheva,F,122,3109.0,32,64,40,875.5
559,Doris,F,122,3109.0,10,40,12,2275.5
560,Shayna,F,122,3109.0,12,84,27,1241.5
561,Raizy,F,119,3162.5,84,26,107,368.5
562,Shoshana,F,118,3181.5,19,77,33,1064.0
563,Faigy,F,116,3208.5,74,30,105,373.0
564,Ester,F,115,3223.0,10,86,13,2150.0
565,Hafsa,F,113,3254.5,12,38,17,1762.0
566,Nechama,F,111,3297.5,30,66,39,899.0
567,Yael,F,111,3297.5,16,80,29,1177.5
568,Devorah,F,109,3345.5,47,49,65,597.0
569,Khadijah,F,109,3345.5,13,38,24,1358.0
570,Aiza,F,107,3386.5,19,31,22,1442.0
571,Anisa,F,107,3386.5,14,82,26,1278.0
572,Mandy,F,105,3438.0,11,39,13,2150.0
573,Rochel,F,103,3496.5,31,65,41,855.0
574,Inaya,F,102,3517.5,11,39,14,2029.5
575,Salome,F,102,3517.5,11,72,14,2029.5
576,Mindy,F,101,3538.0,29,67,38,920.5
577,Marielle,F,100,3564.0,11,85,18,1691.5
578,Gitty,F,99,3591.0,68,33,87,451.5
579,Malky,F,99,3591.0,70,32,93,422.5
580,Tamar,F,98,3616.0,12,84,22,1442.0
581,Shira,F,96,3660.0,24,72,30,1145.0
582,Aviva,F,95,3685.5,14,82,28,1211.5
583,Baila,F,92,3772.0,39,57,61,627.5
584,Safa,F,92,3772.0,11,39,18,1691.5
585,Magaly,F,91,3797.5,11,72,12,2275.5
586,Shaindy,F,88,3881.5,55,44,78,502.0
587,Fatoumata,F,86,3953.0,47,9,48,759.5
588,Hawa,F,86,3953.0,14,37,19,1622.0
589,Avigail,F,85,3988.5,12,84,20,1555.0
590,Vicky,F,85,3988.5,15,35,15,1926.0
591,Bracha,F,84,4022.0,22,74,32,1090.5
592,Chava,F,82,4090.5,39,57,46,784.5
593,Leora,F,82,4090.5,10,86,20,1555.0
594,Rena,F,82,4090.5,11,85,15,1926.0
595,Jannat,F,81,4125.0,13,37,25,1318.0
596,Yitty,F,79,4192.5,59,40,78,502.0
597,Aminata,F,77,4269.5,29,22,30,1145.0
598,Goldie,F,75,4354.0,11,85,17,1762.0
599,Toby,F,75,4354.0,46,50,61,627.5
600,Rivky,F,74,4400.0,52,46,68,569.5
601,Yehudis,F,74,4400.0,25,71,32,1090.5
602,Shaina,F,70,4571.0,13,83,17,1762.0
603,Perry,F,69,4617.5,13,83,15,1926.0
604,Eshaal,F,65,4821.5,12,38,16,1840.0
605,Ahuva,F,63,4915.5,22,74,32,1090.5
606,Devora,F,63,4915.5,23,73,29,1177.5
607,Syeda,F,63,4915.5,16,34,20,1555.0
608,Aziza,F,62,4973.5,11,85,17,1762.0
609,Yocheved,F,59,5161.5,28,68,34,1030.0
610,Hindy,F,57,5289.0,34,62,45,799.0
611,Inaaya,F,57,5289.0,11,39,14,2029.5
612,Sury,F,57,5289.0,31,65,42,837.0
613,Aicha,F,55,5408.0,23,28,24,1358.0
614,Faiga,F,55,5408.0,24,72,33,1064.0
615,Mariama,F,55,5408.0,16,35,17,1762.0
616,Tenzin,F,55,5408.0,33,17,35,996.5
617,Ayala,F,51,5672.5,10,86,17,1762.0
618,Arisha,F,49,5816.0,10,40,13,2150.0
619,Raizel,F,49,5816.0,15,81,30,1145.0
620,Sima,F,49,5816.0,14,82,27,1241.5
621,Queenie,F,48,5898.5,17,33,21,1495.0
622,Nashla,F,47,5987.5,19,64,19,1622.0
623,Elisheva,F,46,6084.5,12,84,23,1397.0
624,Yasmina,F,46,6084.5,11,85,13,2150.0
625,Blima,F,43,6386.5,29,67,35,996.5
626,Chany,F,42,6501.0,33,63,41,855.0
627,Pessy,F,42,6501.0,30,66,40,875.5
628,Shifra,F,41,6603.5,21,75,26,1278.0
629,Liba,F,40,6711.0,23,73,28,1211.5
630,Queena,F,40,6711.0,11,39,11,2421.5
631,Hinda,F,39,6832.5,10,86,18,1691.5
632,Shaindel,F,39,6832.5,15,81,27,1241.5
633,Yides,F,38,6960.5,26,70,38,920.5
634,Blimy,F,37,7102.0,27,69,35,996.5
635,Esty,F,37,7102.0,22,74,35,996.5
636,Fraidy,F,36,7248.5,29,67,33,1064.0
637,Atara,F,35,7403.0,13,83,17,1762.0
638,Tziporah,F,35,7403.0,12,84,16,1840.0
639,Zissy,F,35,7403.0,25,71,34,1030.0
640,Golda,F,34,7559.0,18,78,23,1397.0
641,Jasmina,F,33,7719.5,11,85,11,2421.5
642,Henny,F,32,7898.5,18,78,25,1318.0
643,Tzipora,F,32,7898.5,14,82,15,1926.0
644,Menucha,F,30,8276.0,13,83,16,1840.0
645,Fanta,F,29,8474.0,12,39,13,2150.0
646,Goldy,F,28,8685.0,17,79,22,1442.0
647,Perel,F,28,8685.0,19,77,20,1555.0
648,Aissatou,F,27,8916.0,13,38,13,2150.0
649,Mirel,F,27,8916.0,15,81,20,1555.0
650,Bruchy,F,26,9174.5,17,79,25,1318.0
651,Oumou,F,26,9174.5,13,38,14,2029.5
652,Etty,F,25,9442.5,18,78,22,1442.0
653,Fatou,F,25,9442.5,10,41,9,2778.5
654,Avital,F,24,9720.0,10,86,13,2150.0
655,Chavy,F,23,10024.0,13,83,19,1622.0
656,Perl,F,23,10024.0,17,79,22,1442.0
657,Roizy,F,22,10346.5,13,83,21,1495.0
658,Ruchy,F,22,10346.5,17,79,21,1495.0
659,Henchy,F,21,10701.5,20,76,21,1495.0
660,Frady,F,19,11526.5,14,82,19,1622.0
661,Fradel,F,18,11989.5,11,85,16,1840.0
662,Frimet,F,17,12491.5,12,84,17,1762.0
663,Kadiatou,F,17,12491.5,10,41,11,2421.5
664,Brucha,F,16,13049.5,13,83,16,1840.0
665,Rifky,F,15,13680.5,11,85,14,2029.5
666,Ruchel,F,15,13680.5,10,86,15,1926.0
667,Mushka,F,13,15163.0,12,84,12,2275.5
668,Trany,F,12,16050.5,12,84,12,2275.5
669,Reizy,F,10,18351.5,10,86,10,2586.0
670,Noah,M,19305,3.0,589,55,1142,9.0
671,Liam,M,18462,5.0,625,42,1276,2.0
672,Mason,M,17201,6.0,447,70,1081,11.0
673,Jacob,M,16883,8.0,669,46,1302,1.0
674,William,M,16820,9.0,348,124,754,28.0
675,Ethan,M,15724,10.0,728,26,1256,4.0
676,Michael,M,15454,12.0,566,55,1243,6.0
677,Alexander,M,15414,13.0,538,62,1050,13.0
678,James,M,14431,14.0,387,97,905,23.0
679,Daniel,M,13937,15.0,569,47,1029,15.0
680,Elijah,M,13832,16.0,277,166,600,45.0
681,Benjamin,M,13801,17.0,380,119,869,26.0
682,Logan,M,13648,18.0,269,138,824,27.0
683,Aiden,M,13402,20.0,499,68,906,22.0
684,Jayden,M,12966,21.0,609,85,983,17.0
685,Matthew,M,12912,22.0,511,65,1060,12.0
686,Jackson,M,12219,24.0,106,129,617,42.0
687,David,M,12214,25.0,515,82,910,21.0
688,Lucas,M,12158,26.0,467,91,1035,14.0
689,Joseph,M,12118,27.0,459,121,1118,10.0
690,Anthony,M,11580,29.0,330,118,893,24.0
691,Andrew,M,11159,30.0,283,123,648,36.0
692,Samuel,M,10995,31.0,330,144,640,37.0
693,Gabriel,M,10918,32.0,303,133,619,41.0
694,Joshua,M,10901,33.0,364,105,680,34.0
695,John,M,10691,34.0,270,158,681,33.0
696,Carter,M,10677,35.0,164,238,553,47.0
697,Luke,M,10506,36.0,155,225,451,65.0
698,Dylan,M,10410,37.0,489,84,917,20.0
699,Christopher,M,10352,38.0,305,135,720,32.0
700,Isaac,M,9977,41.0,275,142,473,62.0
701,Oliver,M,9439,46.0,209,111,448,67.0
702,Henry,M,9432,47.0,235,131,524,53.0
703,Sebastian,M,9306,48.0,379,141,610,44.0
704,Caleb,M,9225,49.0,148,218,415,75.0
705,Owen,M,9150,50.0,146,161,505,56.0
706,Ryan,M,9085,51.0,450,83,926,19.0
707,Nathan,M,8976,52.0,273,129,526,52.0
708,Wyatt,M,8874,53.0,43,139,256,145.5
709,Hunter,M,8812,54.0,128,233,468,63.0
710,Jack,M,8747,56.5,245,140,676,35.0
711,Christian,M,8455,60.0,245,157,544,50.0
712,Landon,M,8226,61.0,49,241,324,112.0
713,Jonathan,M,8106,62.0,277,129,522,54.0
714,Levi,M,8050,63.0,85,207,290,129.0
715,Jaxon,M,7701,65.0,46,244,260,143.5
716,Julian,M,7671,66.0,228,173,423,72.0
717,Isaiah,M,7620,69.0,115,139,284,133.0
718,Eli,M,7488,70.0,172,210,375,92.0
719,Aaron,M,7392,72.0,316,112,483,59.0
720,Charles,M,7345,73.0,184,215,422,73.0
721,Connor,M,7223,74.0,64,117,378,90.0
722,Cameron,M,7056,76.0,92,268,343,101.0
723,Thomas,M,7028,77.0,176,215,504,57.0
724,Jeremiah,M,6874,80.0,212,40,414,76.0
725,Jordan,M,6869,81.0,153,214,347,97.0
726,Nicholas,M,6765,84.0,330,126,731,29.0
727,Evan,M,6717,85.0,183,127,436,70.0
728,Adrian,M,6690,86.0,223,186,357,95.0
729,Robert,M,6640,87.0,110,185,346,98.0
730,Gavin,M,6618,88.0,100,260,384,84.5
731,Brayden,M,6580,90.0,40,248,299,125.0
732,Grayson,M,6571,91.0,52,236,216,180.0
733,Josiah,M,6458,92.0,141,69,297,126.0
734,Austin,M,6304,95.0,164,203,389,82.0
735,Angel,M,6303,96.0,204,70,328,107.5
736,Jace,M,6289,97.0,120,180,326,110.0
737,Dominic,M,6252,98.0,74,216,383,87.0
738,Kevin,M,5896,101.0,223,179,383,87.0
739,Brandon,M,5840,103.0,240,166,416,74.0
740,Tyler,M,5830,104.0,184,194,444,68.0
741,Parker,M,5712,106.0,27,85,239,162.0
742,Ayden,M,5619,108.0,177,210,302,122.0
743,Jason,M,5555,111.0,231,159,454,64.0
744,Jose,M,5480,113.0,100,33,197,200.0
745,Ian,M,5455,116.0,185,137,328,107.5
746,Chase,M,5355,117.0,145,230,404,77.0
747,Adam,M,5328,118.0,301,150,474,61.0
748,Hudson,M,5238,120.0,89,201,200,195.5
749,Nolan,M,5204,122.0,36,146,190,207.0
750,Zachary,M,5181,123.0,178,199,400,79.0
751,Blake,M,4943,128.0,35,147,261,141.5
752,Jaxson,M,4931,129.0,24,196,182,218.0
753,Cooper,M,4842,132.0,40,72,181,219.5
754,Lincoln,M,4820,133.0,11,101,151,270.0
755,Xavier,M,4771,135.0,163,215,303,121.0
756,Kayden,M,4726,139.0,142,123,289,130.0
757,Carson,M,4618,141.0,38,30,159,253.0
758,Brody,M,4323,151.0,20,92,170,239.0
759,Asher,M,4321,152.0,100,158,192,205.0
760,Nathaniel,M,4304,154.0,171,195,306,120.0
761,Ryder,M,4102,164.0,27,153,130,305.0
762,Justin,M,4029,168.0,248,158,450,66.0
763,Leo,M,3966,169.0,178,141,311,116.0
764,Tristan,M,3911,172.0,132,233,249,155.5
765,Juan,M,3899,173.5,66,49,105,373.0
766,Luis,M,3899,173.5,98,35,185,212.5
767,Damian,M,3878,176.0,63,158,120,330.5
768,Elias,M,3777,180.0,136,173,233,164.0
769,Vincent,M,3760,181.0,110,182,296,127.0
770,Mateo,M,3741,183.0,87,140,156,262.0
771,Maxwell,M,3734,185.0,81,208,213,183.0
772,Miles,M,3681,190.0,102,258,198,198.0
773,Micah,M,3659,192.0,48,136,126,315.5
774,Sawyer,M,3593,196.0,27,85,96,406.0
775,Jesus,M,3521,199.0,67,48,94,417.5
776,Max,M,3493,200.0,143,172,282,134.0
777,Roman,M,3467,201.0,55,195,150,272.0
778,Leonardo,M,3447,202.0,110,184,188,209.5
779,Santiago,M,3424,204.0,59,54,94,417.5
780,Cole,M,3423,205.5,31,81,178,227.0
781,Carlos,M,3420,207.0,86,40,154,265.5
782,Bryson,M,3419,208.0,17,53,102,379.5
783,Ezra,M,3415,209.0,67,224,143,279.5
784,Declan,M,3318,213.0,43,70,220,177.0
785,Eric,M,3314,214.0,159,224,256,145.5
786,Kaiden,M,3264,217.0,84,107,205,192.0
787,Giovanni,M,3240,218.0,89,201,232,165.0
788,Theodore,M,3223,219.0,159,167,269,139.0
789,Harrison,M,3203,220.0,60,121,161,249.5
790,Alex,M,3181,221.0,138,160,253,149.0
791,Diego,M,3170,222.0,62,52,106,371.0
792,Wesley,M,3139,223.0,29,151,131,301.5
793,Bryce,M,3114,224.0,45,135,170,239.0
794,Ivan,M,3077,227.0,102,189,155,264.0
795,Greyson,M,3045,231.0,25,157,134,295.5
796,Timothy,M,3009,234.0,73,285,172,233.5
797,George,M,3004,236.0,100,193,218,178.5
798,Weston,M,2964,238.5,11,101,79,495.0
799,Silas,M,2929,241.0,11,101,92,428.0
800,Jonah,M,2913,242.0,57,164,142,281.5
801,Antonio,M,2892,246.0,68,222,171,236.0
802,Colin,M,2883,247.0,51,129,222,175.0
803,Hayden,M,2881,248.0,26,154,93,422.5
804,Richard,M,2879,249.0,81,277,180,223.0
805,Ashton,M,2813,252.0,55,237,129,307.5
806,Axel,M,2798,254.0,64,158,118,339.0
807,Steven,M,2797,255.0,129,240,226,173.0
808,Kaleb,M,2758,261.0,36,142,107,368.5
809,Miguel,M,2752,262.0,64,50,109,361.5
810,Preston,M,2728,265.0,29,153,128,310.0
811,Bryan,M,2725,266.0,113,149,212,184.5
812,Jayce,M,2710,267.0,68,112,163,244.0
813,Victor,M,2681,268.0,99,191,159,253.0
814,Patrick,M,2673,270.0,49,65,209,188.0
815,Joel,M,2664,271.0,136,168,221,176.0
816,Grant,M,2642,273.0,11,101,76,517.0
817,Emmett,M,2636,275.0,12,100,100,386.0
818,Marcus,M,2609,278.0,85,273,159,253.0
819,Alejandro,M,2601,279.5,55,55,98,394.0
820,Kingston,M,2593,281.5,16,54,53,700.5
821,Jude,M,2588,283.0,25,87,83,476.5
822,Edward,M,2583,285.0,88,200,184,215.0
823,Maddox,M,2573,286.0,10,98,62,620.0
824,Emmanuel,M,2566,288.0,111,143,180,223.0
825,Abel,M,2562,289.0,18,90,71,547.5
826,Bennett,M,2544,293.0,20,92,72,539.0
827,Everett,M,2537,294.0,16,96,86,456.5
828,Brian,M,2529,296.0,98,260,191,206.0
829,Jeremy,M,2515,298.0,165,222,252,150.5
830,Alan,M,2497,300.0,102,192,147,274.0
831,Kaden,M,2470,301.0,42,204,83,476.5
832,Jesse,M,2459,302.0,14,98,115,345.5
833,Jaden,M,2458,303.0,101,147,159,253.0
834,Riley,M,2444,304.0,58,300,140,284.0
835,King,M,2435,308.0,92,100,145,276.0
836,Kai,M,2406,312.0,87,273,139,286.5
837,Malachi,M,2386,318.0,46,28,95,412.0
838,Kyle,M,2383,319.0,112,252,231,166.5
839,Abraham,M,2378,321.0,218,147,295,128.0
840,Ezekiel,M,2375,322.0,25,153,63,612.5
841,Calvin,M,2332,325.0,34,216,90,437.5
842,Bradley,M,2325,327.0,43,135,126,315.5
843,Oscar,M,2321,328.5,91,197,130,305.0
844,Luca,M,2302,330.0,126,180,307,119.0
845,Avery,M,2282,333.0,46,132,141,283.0
846,Aidan,M,2278,334.0,85,203,202,194.0
847,Zayden,M,2219,335.0,26,152,73,532.5
848,Mark,M,2184,337.0,84,208,174,230.0
849,Jake,M,2166,338.0,101,188,223,174.0
850,Kenneth,M,2148,339.0,36,142,107,368.5
851,Maximus,M,2135,341.0,44,176,131,301.5
852,Sean,M,2122,345.0,88,272,208,189.0
853,Karter,M,2111,347.0,35,37,93,422.5
854,Brady,M,2092,348.5,13,99,71,547.5
855,Nicolas,M,2074,351.0,81,140,143,279.5
856,Caden,M,2059,354.5,10,60,74,527.0
857,Cayden,M,2045,359.0,29,43,100,386.0
858,Graham,M,2038,361.0,27,85,71,547.5
859,Jayceon,M,2011,362.0,49,131,89,442.0
860,Paul,M,2003,364.0,25,87,135,293.5
861,Peter,M,1919,376.0,71,151,171,236.0
862,Derek,M,1879,381.0,100,190,170,239.0
863,Jax,M,1848,386.0,11,101,75,522.0
864,Jorge,M,1847,387.0,29,79,47,769.0
865,Peyton,M,1839,388.0,14,56,73,532.5
866,Amir,M,1817,390.0,147,184,210,187.0
867,Gael,M,1808,391.0,38,70,47,769.0
868,Omar,M,1806,392.0,103,257,136,292.0
869,Iker,M,1789,394.0,49,60,77,510.0
870,Elliot,M,1768,401.0,33,79,96,406.0
871,Javier,M,1765,402.0,42,66,83,476.5
872,Jasper,M,1749,405.5,42,138,77,510.0
873,Andres,M,1710,414.5,30,78,52,714.0
874,Dean,M,1710,414.5,31,189,103,376.0
875,Zane,M,1693,417.5,10,60,49,750.0
876,Charlie,M,1690,419.0,16,96,66,590.0
877,Myles,M,1667,425.0,32,258,92,428.0
878,Lorenzo,M,1637,433.0,47,243,121,326.5
879,Lukas,M,1631,436.0,45,175,118,339.0
880,Simon,M,1616,440.0,59,123,118,339.0
881,Francisco,M,1599,444.0,33,75,57,664.5
882,Elliott,M,1591,446.0,12,100,77,510.0
883,Finn,M,1583,448.0,21,91,68,569.5
884,Jaiden,M,1559,452.0,35,143,100,386.0
885,Rowan,M,1547,455.5,15,97,57,664.5
886,Judah,M,1544,457.0,15,97,61,627.5
887,August,M,1540,458.0,28,84,84,470.0
888,Griffin,M,1537,460.5,16,96,74,527.0
889,Israel,M,1537,460.5,53,167,96,406.0
890,Chance,M,1527,464.0,28,44,72,539.0
891,Beckett,M,1525,465.0,13,99,34,1030.0
892,Brooks,M,1520,468.0,12,100,29,1177.5
893,Spencer,M,1516,470.0,18,94,95,412.0
894,Damien,M,1508,472.0,16,92,90,437.5
895,Seth,M,1502,474.0,10,60,68,569.5
896,Devin,M,1489,478.5,57,301,110,358.0
897,Travis,M,1489,478.5,22,116,96,406.0
898,Emiliano,M,1480,480.5,11,97,24,1358.0
899,Zion,M,1480,480.5,40,33,95,412.0
900,Ricardo,M,1462,484.0,22,86,43,819.5
901,Stephen,M,1445,485.0,29,191,97,399.0
902,Erick,M,1442,486.0,55,55,99,390.0
903,Reid,M,1432,490.0,15,97,53,700.5
904,Martin,M,1431,491.0,46,174,85,463.0
905,Eduardo,M,1429,492.5,19,89,38,920.5
906,Fernando,M,1403,495.5,26,82,50,740.0
907,Raymond,M,1402,497.0,67,221,116,343.0
908,Manuel,M,1380,501.0,25,83,45,799.0
909,Jeffrey,M,1377,502.0,35,141,96,406.0
910,Felix,M,1375,503.0,78,210,113,350.5
911,Josue,M,1365,504.0,35,73,77,510.0
912,Mario,M,1364,505.5,19,89,53,700.5
913,Caiden,M,1354,509.5,18,52,77,510.0
914,Cristian,M,1342,512.5,33,75,80,489.0
915,Shane,M,1296,526.0,19,93,113,350.5
916,Cesar,M,1283,531.5,23,85,44,808.5
917,Emilio,M,1281,533.0,22,86,42,837.0
918,Andre,M,1278,535.0,13,57,60,633.0
919,Andy,M,1267,543.5,75,104,124,320.0
920,Donovan,M,1267,543.5,20,158,67,581.0
921,Louis,M,1225,558.0,47,241,95,412.0
922,Hector,M,1213,564.5,18,90,37,945.0
923,Rafael,M,1202,566.0,40,180,73,532.5
924,Jared,M,1189,572.0,25,83,79,495.0
925,Messiah,M,1188,573.0,66,117,95,412.0
926,Edwin,M,1184,575.0,52,124,87,451.5
927,Johnny,M,1183,576.0,17,91,58,653.5
928,Archer,M,1182,577.5,12,100,31,1118.0
929,Edgar,M,1178,579.0,24,84,46,784.5
930,Alexis,M,1175,580.0,40,68,61,627.5
931,Anderson,M,1161,584.0,29,147,83,476.5
932,Arthur,M,1149,588.5,25,87,74,527.0
933,Sergio,M,1141,592.0,16,92,32,1090.5
934,Marco,M,1128,595.0,35,185,88,446.5
935,Dominick,M,1127,596.5,30,190,119,334.5
936,Julius,M,1127,596.5,63,115,120,330.5
937,Milo,M,1114,603.0,28,84,65,597.0
938,Gregory,M,1107,608.0,25,195,71,547.5
939,Dante,M,1105,610.0,27,193,72,539.0
940,Angelo,M,1101,613.0,12,100,99,390.0
941,Reed,M,1095,614.0,11,101,47,769.0
942,Jaylen,M,1092,615.5,19,51,58,653.5
943,Leon,M,1078,623.0,60,228,92,428.0
944,Shawn,M,1063,627.0,11,57,65,597.0
945,Drew,M,1062,628.0,12,100,52,714.0
946,Fabian,M,1048,642.5,10,98,25,1318.0
947,Joaquin,M,1045,644.0,21,87,40,875.5
948,Erik,M,1036,648.5,10,102,52,714.0
949,Emanuel,M,1022,653.5,24,84,67,581.0
950,Kendrick,M,1010,664.0,12,96,51,728.0
951,Ali,M,1009,665.5,85,167,119,334.5
952,Aden,M,998,672.0,17,53,56,671.0
953,Frank,M,989,674.0,35,253,85,463.0
954,Walter,M,983,677.0,10,98,53,700.5
955,Amari,M,978,678.0,30,42,79,495.0
956,Romeo,M,968,684.0,14,94,40,875.5
957,Roberto,M,964,687.0,22,86,39,899.0
958,Maximiliano,M,960,688.0,14,94,20,1555.0
959,Zaiden,M,959,689.0,14,56,38,920.5
960,Major,M,931,702.0,16,54,35,996.5
961,Brendan,M,921,704.0,12,100,88,446.5
962,Skyler,M,916,708.5,11,97,52,714.0
963,Pedro,M,903,716.0,12,96,32,1090.5
964,Noel,M,899,718.0,44,134,73,532.5
965,Ruben,M,892,719.5,11,97,32,1090.5
966,Quinn,M,877,734.0,14,98,40,875.5
967,Ronan,M,865,742.0,21,91,71,547.5
968,Allen,M,857,748.5,38,138,50,740.0
969,Enzo,M,849,754.0,17,91,68,569.5
970,Jay,M,845,756.0,21,87,53,700.5
971,Malik,M,837,762.0,27,45,53,700.5
972,Matteo,M,836,763.0,39,181,91,433.5
973,Adan,M,834,764.5,10,98,20,1555.0
974,Solomon,M,831,769.0,51,63,79,495.0
975,Ismael,M,807,788.0,26,82,46,784.5
976,Philip,M,797,792.5,28,84,66,590.0
977,Thiago,M,796,794.0,37,71,64,604.5
978,Jayson,M,793,796.5,27,151,67,581.0
979,Esteban,M,790,800.5,13,95,23,1397.0
980,Pablo,M,786,803.5,16,92,35,996.5
981,Muhammad,M,774,812.0,145,102,196,201.0
982,Bruce,M,772,815.0,14,94,51,728.0
983,Gerardo,M,772,815.0,11,97,14,2029.5
984,Marcos,M,769,819.5,14,94,27,1241.5
985,Damon,M,763,826.5,17,51,56,671.0
986,Prince,M,754,833.5,40,138,67,581.0
987,Milan,M,752,837.5,44,176,72,539.0
988,Enrique,M,747,842.0,18,90,27,1241.5
989,Rory,M,747,842.0,11,101,58,653.5
990,Mohamed,M,712,877.0,92,96,127,312.5
991,Danny,M,708,881.5,17,91,48,759.5
992,Albert,M,695,893.5,52,236,78,502.0
993,Hugo,M,695,893.5,22,90,49,750.0
994,Adriel,M,694,897.5,34,74,52,714.0
995,Ari,M,688,903.5,42,71,80,489.0
996,Ellis,M,679,908.5,12,100,29,1177.5
997,Maximilian,M,668,918.0,31,189,67,581.0
998,Tony,M,664,923.0,11,57,37,945.0
999,Saul,M,662,924.0,16,92,33,1064.0
1000,Rocco,M,657,929.0,15,97,72,539.0
1001,Jerry,M,656,930.0,15,53,31,1118.0
1002,Julio,M,653,933.5,15,93,27,1241.5
1003,Arjun,M,650,937.5,20,48,33,1064.0
1004,Ibrahim,M,649,939.0,64,186,92,428.0
1005,Nico,M,648,941.5,10,102,64,604.5
1006,Lawrence,M,637,949.0,26,42,62,620.0
1007,Moises,M,634,952.5,10,98,18,1691.5
1008,Khalil,M,625,962.5,13,57,34,1030.0
1009,Mathew,M,625,962.5,18,90,44,808.5
1010,Francis,M,592,999.0,13,99,67,581.0
1011,Moses,M,584,1012.5,26,86,58,653.5
1012,Rhys,M,580,1019.5,12,100,38,920.5
1013,Rodrigo,M,575,1027.5,12,96,21,1495.0
1014,Uriel,M,575,1027.5,11,97,31,1118.0
1015,Dennis,M,574,1030.5,10,98,44,808.5
1016,Armani,M,571,1032.5,13,95,35,996.5
1017,Marvin,M,570,1034.5,10,98,47,769.0
1018,Darren,M,567,1038.0,25,113,51,728.0
1019,Frederick,M,567,1038.0,16,96,43,819.5
1020,Mohammed,M,565,1044.0,69,181,98,394.0
1021,Jonas,M,564,1046.0,13,95,37,945.0
1022,Matias,M,558,1058.5,32,76,46,784.5
1023,Kyrie,M,557,1061.0,23,47,53,700.5
1024,Theo,M,550,1066.5,12,100,41,855.0
1025,Randy,M,546,1069.0,12,96,37,945.0
1026,Alberto,M,541,1078.0,13,95,20,1555.0
1027,Ricky,M,540,1081.0,10,58,17,1762.0
1028,Princeton,M,539,1084.0,12,58,34,1030.0
1029,Chris,M,538,1088.0,31,145,55,679.0
1030,Jimmy,M,534,1093.5,19,49,40,875.5
1031,Benson,M,528,1101.5,23,45,29,1177.5
1032,Justice,M,526,1104.5,10,60,38,920.5
1033,Moshe,M,523,1112.0,267,4,350,96.0
1034,Roy,M,523,1112.0,23,45,42,837.0
1035,Sam,M,520,1118.5,32,80,58,653.5
1036,Arlo,M,518,1120.5,16,96,33,1064.0
1037,Winston,M,518,1120.5,21,159,33,1064.0
1038,Ahmed,M,501,1137.5,54,196,70,556.5
1039,Issac,M,500,1140.0,10,102,35,996.5
1040,Neymar,M,499,1141.5,19,89,37,945.0
1041,Brayan,M,498,1143.5,19,89,29,1177.5
1042,Nasir,M,497,1145.5,33,39,62,620.0
1043,Leonidas,M,493,1156.5,11,97,32,1090.5
1044,Luka,M,493,1156.5,24,88,41,855.0
1045,Gary,M,492,1158.5,10,58,44,808.5
1046,Orlando,M,491,1161.0,10,98,27,1241.5
1047,Yahir,M,490,1164.5,15,93,18,1691.5
1048,Ahmad,M,488,1170.5,15,97,34,1030.0
1049,Ezequiel,M,488,1170.5,14,94,21,1495.0
1050,Ayaan,M,485,1174.5,55,18,71,547.5
1051,Jalen,M,483,1178.5,11,59,27,1241.5
1052,Kieran,M,483,1178.5,14,98,46,784.5
1053,Conor,M,479,1185.0,19,93,52,714.0
1054,Johan,M,478,1187.0,23,85,39,899.0
1055,Bryant,M,476,1192.5,13,95,29,1177.5
1056,Mathias,M,473,1198.0,16,92,35,996.5
1057,Yusuf,M,469,1202.0,16,96,47,769.0
1058,Mohammad,M,468,1204.5,63,14,93,422.5
1059,Wilson,M,461,1217.0,11,57,34,1030.0
1060,Alvin,M,460,1219.5,32,36,55,679.0
1061,Raphael,M,460,1219.5,29,83,59,640.0
1062,Mekhi,M,454,1226.0,23,47,32,1090.5
1063,Eden,M,450,1234.5,17,51,31,1118.0
1064,Rayan,M,440,1255.0,41,139,69,562.0
1065,Jefferson,M,438,1259.5,17,91,43,819.5
1066,Hamza,M,426,1288.5,16,96,42,837.0
1067,Sincere,M,424,1292.5,19,51,39,899.0
